timestamp,open,high,low,close,volume
2025-05-11 10:22:50.517480,30001.763625302196,30021.36726431045,29960.75614897593,30000.478201017017,416
2025-05-11 10:37:50.517480,29999.650780386222,30011.463840375374,29975.22659519658,30000.069791212918,121
2025-05-11 10:52:50.517480,30001.449957818088,30006.999406756626,29972.160944158622,30001.32885695028,425
2025-05-11 11:07:50.517480,30003.30380229978,30019.40992681653,29977.903283555406,30001.701937302798,100
2025-05-11 11:22:50.517480,30001.36808440005,30049.440500067252,29992.532865481724,30002.814361385867,232
2025-05-11 11:37:50.517480,30002.001352558615,30018.22102451571,29965.9382721516,30003.59361682768,332
2025-05-11 11:52:50.517480,30000.398823390115,30029.579621817353,29989.60147260814,30003.531330581725,111
2025-05-11 12:07:50.517480,30003.383137818004,30039.558473404097,30003.191727137764,30004.809237181435,445
2025-05-11 12:22:50.517480,30003.685482922006,30022.119531192366,29971.664436278043,30004.628195065114,145
2025-05-11 12:37:50.517480,30003.232827935026,30053.069715253037,29995.625077146637,30004.079390645104,133
2025-05-11 12:52:50.517480,30005.649604728103,30052.13955817128,29956.99426420653,30004.241285905984,177
2025-05-11 13:07:50.517480,30002.121322292645,30016.140578461876,29955.855034820477,30003.564056071387,317
2025-05-11 13:22:50.517480,30003.353381455472,30028.655851236792,29958.050206431148,30003.89110204072,400
2025-05-11 13:37:50.517480,30002.0108862748,30016.92406118835,29983.37221068474,30001.10713591366,172
2025-05-11 13:52:50.517480,30001.59650115407,30014.397252583876,29999.382397038557,30000.17973803926,381
2025-05-11 14:07:50.517480,29998.15707818458,30001.437287703484,29953.17701220637,30000.090938627003,348
2025-05-11 14:22:50.517480,29999.74327296758,30029.05832591442,29977.17090179956,30000.03125282322,146
2025-05-11 14:37:50.517480,29998.90458960904,30024.02830770946,29950.561615595834,29999.853627374105,220
2025-05-11 14:52:50.517480,29997.00482382145,30000.560270034995,29949.805333618035,30000.139514930008,313
2025-05-11 15:07:50.517480,29997.036132245426,30010.506351982993,29953.923555997797,29995.806681208276,338
2025-05-11 15:22:50.517480,29998.238737235657,30043.45297183842,29983.317232936606,29998.911998176805,155
2025-05-11 15:37:50.517480,29997.21368436244,30009.791995772946,29978.559014809503,29997.997243245336,449
2025-05-11 15:52:50.517480,29997.951231529274,30005.126173048848,29955.324595868442,30000.071232377504,206
2025-05-11 16:07:50.517480,29996.071367661214,30020.929319271952,29980.61058100026,29995.64838297272,418
2025-05-11 16:22:50.517480,29996.025815878802,30045.194821239078,29987.437661199245,29995.072576691367,147
2025-05-11 16:37:50.517480,29996.68535179778,30008.125984698832,29968.18315800034,29995.423828477815,160
2025-05-11 16:52:50.517480,29996.45824436198,30028.479004916127,29948.064488837797,29992.748331821524,436
2025-05-11 17:07:50.517480,29994.010110065356,30033.32890633062,29960.44643573043,29994.7221705425,125
2025-05-11 17:22:50.517480,29996.78032024892,30006.529164073883,29966.144228369794,29993.88815421271,391
2025-05-11 17:37:50.517480,29992.403505324946,30030.766410555065,29989.496768435933,29994.505986910946,356
2025-05-11 17:52:50.517480,29993.602101417204,30012.143043148204,29963.003525177282,29994.095642488017,107
2025-05-11 18:07:50.517480,29996.194481903236,30027.22145622643,29946.10347219154,29997.482335535966,212
2025-05-11 18:22:50.517480,29995.873659339744,30027.269153010056,29988.588466710185,29996.543091310195,454
2025-05-11 18:37:50.517480,29993.912257023236,30021.323690746794,29968.618473924867,29993.958052887392,352
2025-05-11 18:52:50.517480,29995.1493792048,29999.87198995788,29951.48884785876,29994.45908678381,279
2025-05-11 19:07:50.517480,29993.64365687053,30035.901782584646,29957.098226917475,29994.62857697669,306
2025-05-11 19:22:50.517480,29993.75615664325,30010.38452464878,29959.49473435043,29993.02528819317,402
2025-05-11 19:37:50.517480,29993.23545337333,30001.711776796303,29957.261647076957,29994.217310042164,226
2025-05-11 19:52:50.517480,29991.41468071338,29993.096422305152,29973.083107666425,29992.237105348137,155
2025-05-11 20:07:50.517480,29990.56161686802,30020.799173622694,29976.574934250057,29990.785350811177,313
2025-05-11 20:22:50.517480,29992.89259291871,30025.871211135393,29951.52493526935,29990.279858514186,113
2025-05-11 20:37:50.517480,29992.471660845342,29992.99375277086,29951.658691590506,29993.518233698633,127
2025-05-11 20:52:50.517480,29992.86157516092,30017.653365957045,29948.695097113075,29991.934173196827,177
2025-05-11 21:07:50.517480,29992.377238188416,30003.072398106386,29946.085581718668,29992.985425658462,315
2025-05-11 21:22:50.517480,29989.4400923452,30022.527726876593,29964.701967413075,29988.674659697328,485
2025-05-11 21:37:50.517480,29988.989062107532,29998.26756459798,29964.47342841337,29988.949868124775,464
2025-05-11 21:52:50.517480,29989.83589798189,30023.63549128189,29949.173845428428,29989.093848076485,253
2025-05-11 22:07:50.517480,29990.75609686842,30009.482493918014,29957.6475300641,29990.19270719675,113
2025-05-11 22:22:50.517480,29990.46844329859,30037.325844329393,29955.391001029668,29990.039279421075,286
2025-05-11 22:37:50.517480,29988.8436321205,29995.602351944493,29948.936671265386,29989.34915466954,411
2025-05-11 22:52:50.517480,29990.328053602374,30006.1037062591,29944.550121615706,29987.982768277205,470
2025-05-11 23:07:50.517480,29988.073735037335,29994.3389824882,29971.765548583593,29988.52292694115,106
2025-05-11 23:22:50.517480,29988.535481807037,30034.223065339793,29969.209236793868,29988.108680057576,102
2025-05-11 23:37:50.517480,29988.397868062275,30032.467028383755,29983.900963722663,29989.114499548767,210
2025-05-11 23:52:50.517480,29989.413379033977,30002.528141622963,29960.717053187396,29990.34267511529,337
2025-05-12 00:07:50.517480,29991.661117208307,30023.561542658026,29988.76522666648,29989.43769826448,462
2025-05-12 00:22:50.517480,29990.548539182084,30030.584232843157,29966.443221926475,29988.18900866236,338
2025-05-12 00:37:50.517480,29990.227420093248,30017.17395103722,29962.281678721865,29990.691587279143,373
2025-05-12 00:52:50.517480,29991.0506526958,30016.22770280645,29975.418111282233,29990.077487900628,393
2025-05-12 01:07:50.517480,29990.741722857405,30002.813333560793,29961.179055987322,29989.972232479216,326
2025-05-12 01:22:50.517480,29990.92349774922,29994.89668316822,29988.71653228097,29991.792696753448,470
2025-05-12 01:37:50.517480,29989.74561904467,30034.91667369893,29988.1884763638,29990.171560435556,114
2025-05-12 01:52:50.517480,29989.273717179745,30033.970453685422,29947.819522794274,29990.128848011318,291
2025-05-12 02:07:50.517480,29987.623201148806,30019.40841706684,29969.743812132612,29987.820862684584,218
2025-05-12 02:22:50.517480,29988.662865990562,30005.517359578003,29982.212844392976,29990.626617950453,127
2025-05-12 02:37:50.517480,29990.517267079576,30007.382588784774,29963.8099470514,29991.677450896583,301
2025-05-12 02:52:50.517480,29989.031879249324,30026.14788387607,29951.35042227763,29989.60113578408,138
2025-05-12 03:07:50.517480,29992.946020106137,30035.70914582808,29980.062581455608,29991.825203781405,372
2025-05-12 03:22:50.517480,29990.209251474,30035.569590068757,29960.07074506455,29991.860644805085,330
2025-05-12 03:37:50.517480,29989.35596048811,30029.563926393777,29986.302775851207,29991.938780658427,185
2025-05-12 03:52:50.517480,29992.089655579905,30023.033127014118,29988.34745864797,29989.966621245825,225
2025-05-12 04:07:50.517480,29993.26124396683,29996.67657952262,29965.90184969446,29993.155632732865,399
2025-05-12 04:22:50.517480,29993.057875050814,30000.51519093849,29965.401999153255,29993.492179720608,124
2025-05-12 04:37:50.517480,29994.626744398836,30038.926108315925,29962.126903814664,29992.23965940315,244
2025-05-12 04:52:50.517480,29991.366407012636,30021.70010676846,29955.07408709935,29990.195395272818,112
2025-05-12 05:07:50.517480,29991.303301918375,29992.66040887069,29943.40795231673,29990.161324112098,311
2025-05-12 05:22:50.517480,29992.36340791629,29997.3611805014,29966.472585943036,29992.01819652365,124
